layer,file,class_name,parents,module_doc_first_line,class_doc_first_line
L3,tasks/baseline/L3/kimi_linear_decoder.py,KimiLinearDecoderLayer,nn.Module,Kimi-Linear decoder layer: hybrid KDA/MLA attention + MoE/dense MLP (L3).,
L3,tasks/baseline/L3/llada_block.py,LLaDABlock,nn.Module,LLaDA transformer block.,
L3,tasks/baseline/L3/llama4_decoder.py,_DenseMlpConfig,,Llama 4 decoder layer: attention + MoE/MLP with NoPE support.,Minimal config for LlamaMLP on dense (non-MoE) layers.
L3,tasks/baseline/L3/llama4_decoder.py,Llama4DecoderLayer,nn.Module,Llama 4 decoder layer: attention + MoE/MLP with NoPE support.,
L3,tasks/baseline/L3/llama_decoder.py,LlamaDecoderLayer,nn.Module,Decoder layer: attention + MLP with RMSNorm residual connections.,
L3,tasks/baseline/L3/mamba2_decoder.py,Mamba2DecoderLayer,nn.Module,Mamba2 decoder layer: RMSNorm + Mamba2Mixer with vLLM-style residual.,
L3,tasks/baseline/L3/mamba_decoder.py,MambaDecoderLayer,nn.Module,Mamba v1 decoder layer: RMSNorm + MambaMixer with vLLM-style residual.,
L3,tasks/baseline/L3/mixtral_decoder.py,MixtralDecoderLayer,nn.Module,Mixtral decoder layer: attention + MoE with RMSNorm residual connections.,
L3,tasks/baseline/L3/mobilenetv4_stage.py,ConvBlock,nn.Module,MobileNetV4 stage: sequential container for UIB / EdgeResidual / Conv blocks.,Simple Conv + BN + ReLU block (cn_* architecture tokens).
L3,tasks/baseline/L3/mobilenetv4_stage.py,MobileNetV4Stage,nn.Sequential,MobileNetV4 stage: sequential container for UIB / EdgeResidual / Conv blocks.,A stage containing a sequence of MobileNetV4 blocks.
L3,tasks/baseline/L3/oasis_autoencoder_kl.py,DiagonalGaussianDistribution,,Oasis VAE autoencoder.,
L3,tasks/baseline/L3/oasis_autoencoder_kl.py,OasisAutoencoderKL,nn.Module,Oasis VAE autoencoder.,
L3,tasks/baseline/L3/oasis_block.py,SpatioTemporalDiTBlock,nn.Module,Oasis DiT blocks.,
L3,tasks/baseline/L3/oasis_dit.py,OasisDiT,nn.Module,Oasis diffusion transformer.,
L3,tasks/baseline/L3/oasis_rollout.py,OasisRollout,nn.Module,"Oasis latent encoding, decoding, and rollout sampling.",
L3,tasks/baseline/L3/oasis_vae_attention_block.py,OasisVAEAttentionBlock,nn.Module,Oasis VAE attention block.,
L3,tasks/baseline/L3/openfold3_diffusion_module.py,DiffusionModule,nn.Module,Diffusion module for AlphaFold3.,AF3 Algorithm 20: Diffusion module.
L3,tasks/baseline/L3/openfold3_diffusion_module.py,SampleDiffusion,nn.Module,Diffusion module for AlphaFold3.,AF3 Algorithm 18: Diffusion sampling.
L3,tasks/baseline/L3/openfold3_diffusion_transformer.py,DiffusionTransformerBlock,nn.Module,Diffusion transformer for AlphaFold3.,AF3 Algorithm 23: Diffusion transformer block.
L3,tasks/baseline/L3/openfold3_diffusion_transformer.py,DiffusionTransformer,nn.Module,Diffusion transformer for AlphaFold3.,AF3 Algorithm 23: Diffusion transformer stack.
L3,tasks/baseline/L3/openfold3_heads.py,DistogramHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts inter-residue distance distribution.
L3,tasks/baseline/L3/openfold3_heads.py,PLDDTHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts per-atom pLDDT confidence (PerResidueLDDTAllAtom).
L3,tasks/baseline/L3/openfold3_heads.py,PAEHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts Predicted Aligned Error (PAE).
L3,tasks/baseline/L3/openfold3_heads.py,PDEHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts Predicted Distance Error (PDE).
L3,tasks/baseline/L3/openfold3_heads.py,ExperimentallyResolvedHead,nn.Module,Auxiliary prediction heads for AlphaFold3.,Predicts per-atom experimental resolution confidence.
L3,tasks/baseline/L3/openfold3_heads.py,PairformerEmbedding,nn.Module,Auxiliary prediction heads for AlphaFold3.,Confidence head PairformerEmbedding.
L3,tasks/baseline/L3/openfold3_heads.py,AuxiliaryHeads,nn.Module,Auxiliary prediction heads for AlphaFold3.,All auxiliary prediction heads for AF3.
L3,tasks/baseline/L3/openfold3_msa_module.py,MSAModuleBlock,nn.Module,MSA module for AlphaFold3.,Single block of AF3 Algorithm 8.
L3,tasks/baseline/L3/openfold3_msa_module.py,MSAModuleStack,nn.Module,MSA module for AlphaFold3.,AF3 Algorithm 8: MSA module stack.
L3,tasks/baseline/L3/openfold3_pairformer.py,PairFormerBlock,nn.Module,PairFormer stack for AlphaFold3.,Single block of AF3 Algorithm 17.
L3,tasks/baseline/L3/openfold3_pairformer.py,PairFormerStack,nn.Module,PairFormer stack for AlphaFold3.,AF3 Algorithm 17: PairFormer stack.
L3,tasks/baseline/L3/qwen3_moe_decoder.py,Qwen3MoEDecoderLayer,nn.Module,Qwen3 MoE decoder layer: QK-norm attention + MoE with RMSNorm residual connections.,
L3,tasks/baseline/L3/qwen3_next_decoder.py,Qwen3NextDecoderLayer,nn.Module,Qwen3-Next decoder layer: hybrid GDN/full attention + MoE.,
L3,tasks/baseline/L3/retnet_decoder.py,RetNetDecoderLayer,nn.Module,RetNet decoder layer.,
L3,tasks/baseline/L3/rtdetrv2_backbone.py,RTDetrV2ResNetEncoder,nn.Module,Native RTDetrV2 convolutional backbone.,
L3,tasks/baseline/L3/rtdetrv2_backbone.py,RTDetrV2ResNetBackbone,nn.Module,Native RTDetrV2 convolutional backbone.,
L3,tasks/baseline/L3/rtdetrv2_backbone.py,RTDetrV2ConvEncoder,nn.Module,Native RTDetrV2 convolutional backbone.,
L3,tasks/baseline/L3/rtdetrv2_decoder.py,RTDetrV2DecoderLayer,nn.Module,RTDetrV2 decoder stack.,
L3,tasks/baseline/L3/rtdetrv2_decoder.py,RTDetrV2Decoder,nn.Module,RTDetrV2 decoder stack.,
L3,tasks/baseline/L3/rtdetrv2_hybrid_encoder.py,RTDetrV2Encoder,nn.Module,RTDetrV2 hybrid encoder.,
L3,tasks/baseline/L3/rtdetrv2_hybrid_encoder.py,RTDetrV2HybridEncoder,nn.Module,RTDetrV2 hybrid encoder.,
L3,tasks/baseline/L3/rtdetrv2_model.py,RTDetrV2Model,nn.Module,RTDetrV2 model (L3 composite).,
L3,tasks/baseline/L3/rwkv7_decoder.py,RWKV7Block,nn.Module,RWKV7 decoder block.,
L3,tasks/baseline/L3/sam3_decoder_layer.py,Sam3DecoderLayer,nn.Module,Detection decoder layer for SAM3.,Single detection decoder layer for SAM3 (post-norm).
L3,tasks/baseline/L3/sam3_encoder_layer.py,Sam3EncoderLayer,nn.Module,Fusion encoder layer for SAM3.,Single fusion encoder layer for SAM3.
L3,tasks/baseline/L3/sam3_mask_decoder.py,MLPBlock,nn.Module,SAM Mask Decoder for SAM3 tracker.,
L3,tasks/baseline/L3/sam3_mask_decoder.py,LayerNorm2d,nn.Module,SAM Mask Decoder for SAM3 tracker.,
L3,tasks/baseline/L3/sam3_mask_decoder.py,TwoWayAttentionBlock,nn.Module,SAM Mask Decoder for SAM3 tracker.,Bidirectional attention block: sparse tokens <-> dense image features.
L3,tasks/baseline/L3/sam3_mask_decoder.py,TwoWayTransformer,nn.Module,SAM Mask Decoder for SAM3 tracker.,Two-way transformer for mask prediction: tokens attend to image and vice versa.
L3,tasks/baseline/L3/sam3_mask_decoder.py,MLP,nn.Module,SAM Mask Decoder for SAM3 tracker.,Simple MLP for hypernetworks and prediction heads.
L3,tasks/baseline/L3/sam3_mask_decoder.py,Sam3MaskDecoder,nn.Module,SAM Mask Decoder for SAM3 tracker.,"SAM mask decoder: predicts masks, IoU scores, object presence from prompt embeddings."
L3,tasks/baseline/L3/sam3_memory_attention.py,Sam3MemoryAttentionLayer,nn.Module,Memory attention transformer for SAM3 tracker.,Pre-norm transformer layer with RoPE self-attention + RoPE cross-attention + FFN.
L3,tasks/baseline/L3/sam3_memory_attention.py,Sam3MemoryAttention,nn.Module,Memory attention transformer for SAM3 tracker.,Memory attention transformer: condition current frame on past memories.
L3,tasks/baseline/L3/sam3_neck.py,Sam3Neck,nn.Module,FPN neck for SAM3.,SimpleFPN neck for SAM3.
L3,tasks/baseline/L3/sam3_pixel_decoder.py,Sam3PixelDecoder,nn.Module,Pixel decoder for SAM3 segmentation head.,Pixel decoder that fuses multi-scale features via upsampling.
L3,tasks/baseline/L3/sam3_text_encoder.py,Sam3TextEncoder,nn.Module,Text encoder for SAM3.,Text encoder for SAM3.
L3,tasks/baseline/L3/sam3_text_encoder_layer.py,Sam3TextEncoderLayer,nn.Module,Text transformer layer for SAM3 text encoder.,Single text transformer layer.
L3,tasks/baseline/L3/sam3_vit.py,Sam3PatchEmbed,nn.Module,ViT-Det backbone for SAM3.,Image to patch embedding via convolution.
L3,tasks/baseline/L3/sam3_vit.py,Sam3ViT,nn.Module,ViT-Det backbone for SAM3.,ViT-Det backbone for SAM3.
L3,tasks/baseline/L3/sam3_vit_block.py,Sam3ViTBlock,nn.Module,ViT-Det transformer block for SAM3.,Single ViT-Det block with optional windowed attention.
L3,tasks/baseline/L3/sdxl_spatial_transformer.py,Transformer2DModel,nn.Module,Transformer2DModel for SDXL UNet (L3).,Spatial transformer: GroupNorm -> flatten -> Linear -> N x BasicTransformerBlock -> Linear -> unflatten.
L3,tasks/baseline/L3/sdxl_transformer_block.py,BasicTransformerBlock,nn.Module,BasicTransformerBlock for SDXL UNet spatial transformers (L3).,"Pre-norm transformer block with self-attn, cross-attn, and GEGLU FFN."
L3,tasks/baseline/L3/sdxl_unet_block.py,DownBlock2D,nn.Module,UNet down/mid/up blocks for SDXL (L3).,UNet encoder block without cross-attention.
L3,tasks/baseline/L3/sdxl_unet_block.py,CrossAttnDownBlock2D,nn.Module,UNet down/mid/up blocks for SDXL (L3).,UNet encoder block with cross-attention transformers.
L3,tasks/baseline/L3/sdxl_unet_block.py,UNetMidBlock2DCrossAttn,nn.Module,UNet down/mid/up blocks for SDXL (L3).,UNet mid block: ResnetBlock2D + Transformer2DModel + ResnetBlock2D.
L3,tasks/baseline/L3/sdxl_unet_block.py,UpBlock2D,nn.Module,UNet down/mid/up blocks for SDXL (L3).,UNet decoder block without cross-attention.
L3,tasks/baseline/L3/sdxl_unet_block.py,CrossAttnUpBlock2D,nn.Module,UNet down/mid/up blocks for SDXL (L3).,UNet decoder block with cross-attention transformers.
L3,tasks/baseline/L3/siglip_encoder_layer.py,SigLIPEncoderLayer,nn.Module,SigLIP vision encoder layer (L3 composite).,
L3,tasks/baseline/L3/swinv2_block.py,SwinV2Block,nn.Module,SwinV2 transformer block with windowed attention (L3).,SwinV2 transformer block.
L3,tasks/baseline/L3/swinv2_stage.py,SwinV2Stage,nn.Module,SwinV2 stage: optional downsample + sequence of transformer blocks (L3).,A single SwinV2 stage.
L3,tasks/baseline/L3/t5_block.py,T5LayerSelfAttention,nn.Module,T5 encoder block: self-attention + FFN with pre-norm residuals (L3).,
L3,tasks/baseline/L3/t5_block.py,T5LayerFF,nn.Module,T5 encoder block: self-attention + FFN with pre-norm residuals (L3).,
L3,tasks/baseline/L3/t5_block.py,T5Block,nn.Module,T5 encoder block: self-attention + FFN with pre-norm residuals (L3).,
L3,tasks/baseline/L3/ttt_e2e_decoder.py,TTTE2EDecoder,nn.Module,TTT-E2E transformer (L3).,
L3,tasks/baseline/L3/vision_block.py,VisionBlock,nn.Module,Vision transformer block for Qwen VL models.,
L3,tasks/baseline/L3/vit_encoder_block.py,VitEncoderBlock,nn.Module,Standard pre-norm ViT transformer block (L3).,Pre-norm ViT transformer block.
L3,tasks/baseline/L3/vjepa2_layer.py,VJEPA2DropPath,nn.Module,V-JEPA 2 transformer layer.,
L3,tasks/baseline/L3/vjepa2_layer.py,VJEPA2Layer,nn.Module,V-JEPA 2 transformer layer.,Single V-JEPA 2 transformer block.
L3,tasks/baseline/L3/vjepa2_pooler.py,VJEPA2PoolerSelfAttentionLayer,nn.Module,V-JEPA 2 attentive pooler.,
L3,tasks/baseline/L3/vjepa2_pooler.py,VJEPA2PoolerCrossAttentionLayer,nn.Module,V-JEPA 2 attentive pooler.,
L3,tasks/baseline/L3/vjepa2_pooler.py,VJEPA2AttentivePooler,nn.Module,V-JEPA 2 attentive pooler.,
L3,tasks/baseline/L3/vjepa2_predictor.py,VJEPA2PredictorEmbeddings,nn.Module,V-JEPA 2 predictor stack.,
L3,tasks/baseline/L3/vjepa2_predictor.py,VJEPA2Predictor,nn.Module,V-JEPA 2 predictor stack.,
L3,tasks/baseline/L3/whisper_decoder_layer.py,WhisperDecoderLayer,nn.Module,Whisper decoder layer: self-attention + cross-attention + MLP.,
L3,tasks/baseline/L3/whisper_encoder_layer.py,WhisperEncoderLayer,nn.Module,Whisper encoder layer: self-attention + MLP with pre-norm LayerNorm.,
L3,tasks/baseline/L3/xlm_roberta_encoder.py,XLMRobertaEncoder,nn.Module,XLM-RoBERTa encoder stack.,
L3,tasks/baseline/L3/xlm_roberta_layer.py,XLMRobertaLayer,nn.Module,XLM-RoBERTa encoder layer.,
L3,tasks/baseline/L3/xlm_roberta_model.py,XLMRobertaModel,nn.Module,XLM-RoBERTa encoder-only model.,
L3,tasks/baseline/L3/yolov10_backbone.py,YOLOv10Backbone,nn.Module,YOLOv10 native backbone.,
L3,tasks/baseline/L3/yolov10_head.py,YOLOv10DetectHead,nn.Module,YOLOv10 detection head (L3 composite).,
L3,tasks/baseline/L3/yolov10_neck.py,YOLOv10Neck,nn.Module,YOLOv10 native neck.,
