folder,final_status_v11,fp_shard,fp_verdict,fp_rationale,xv1_slice,xv1_verdict,p2_slice,p2_verdict,p2_rationale,p2_hf_evidence,i_personally_read
olmoe,partial,10,partial,OLMoE = Mixtral MoE + Llama RoPE + GemmaMLP + qk_norm (full-width) + clip_qkv. clip_qkv clamp on Q/K/V is not exposed vi,partial_a,confirm_partial,slice_4,confirm_partial,Pre-view Q/K-norm + clip_qkv differ structurally from kb-nano L2/attention.py expectations; MoE itself is composable.,"modeling_olmoe.py:262 — query_states = self.q_norm(self.q_proj(hidden_states)) (norm over [B,T,H*D] before view); modeling_olmoe.py:266 — query_states.clamp_(min=-self.config.clip_qkv, max=self.config",no
omdet_turbo,partial,10,unsupported,"Open-vocab detection model: depends on AutoBackbone (timm) for vision tower, AutoModel for text, plus multi-scale deform",unsupported,downgrade_to_partial,slice_4,demote_to_unsupported,Hard dependency on timm-based AutoBackbone for vision encoding makes this unsupported regardless of MSDA coverage.,"modeling_omdet_turbo.py:281 — self.vision_backbone = AutoBackbone.from_config(config.backbone_config, **timm_kwargs); modeling_omdet_turbo.py:256 — self.model = AutoModel.from_config(config.text_confi",no
oneformer,partial,10,unsupported,"OneFormer universal segmentation depends on multi-scale deformable attention, bare nn.MultiheadAttention (Transformer de",unsupported,downgrade_to_partial,slice_4,demote_to_unsupported,Universal segmentation pipeline depends on timm AutoBackbone + Hungarian matcher; both are out of kb-nano scope.,modeling_oneformer.py:238 — class OneFormerHungarianMatcher (scipy.optimize.linear_sum_assignment); modeling_oneformer.py:347 — class OneFormerLoss (mask + class + dice + matching); modeling_oneformer,no
openai,composable,10,composable,"OpenAI GPT-1: causal MHA via Conv1D-style fused QKV projection (a torch.nn.Linear under the hood), GELU MLP, LayerNorm, ",,-,,-,,,no
openai_privacy_filter,composable,10,composable,"Bidirectional GPT-OSS variant: encoder-style attention with sinks, sliding window, interleaved-RoPE; MoE experts with ch",,-,slice_8,confirm_composable,"Inherits GptOss components (attention, MoE experts, top-k router). kb-nano has L4/gpt_oss.py and the matching L1/mxfp4_m",modular_openai_privacy_filter.py:165 — class OpenAIPrivacyFilterAttention(GptOssAttention); modular_openai_privacy_filter.py:218 — class OpenAIPrivacyFilterExperts(GptOssExperts); modular_openai_priva,yes
opt,composable,10,composable,"OPT decoder: standard causal multi-head attention with bias, two-layer MLP (fc1+activation+fc2), LayerNorm, learned posi",composable,confirm_composable,,-,,,no
ovis2,partial,10,partial,VLM combining AIMV2/SigLIP-style vision encoder with AutoModel-loaded LLM. Vision tokenization uses gumbel_softmax / har,partial_b,confirm_partial,slice_4,confirm_partial,Visual-token soft embedding (matmul against embedding table) and Gumbel straight-through softmax are not in kb-nano prim,"modeling_ovis2.py:359 — class Ovis2VisualEmbeddingTable(nn.Embedding) with float-vector input path; modeling_ovis2.py:362 — return torch.matmul(visual_tokens, self.weight) (soft visual-token embedding",no
owlv2,composable,10,composable,OWL-ViT v2 = CLIP-derived dual-encoder (CLIP attention + CLIP MLP) for open-vocab object detection. Vision and text towe,,-,,-,,,no
owlvit,composable,10,composable,OWL-ViT v1 = CLIP-derived dual-encoder for open-vocab object detection (same structure as Owlv2). All compute maps to kb,,-,,-,,,no
paddleocr_vl,composable,10,composable,OCR-focused VLM combining Ernie4.5 (Llama-style) LLM + Qwen2.5-Omni attention + Qwen2-VL RoPE + SigLIP vision MLP + Vide,,-,slice_8,downgrade_to_partial,Text decoder is Ernie4_5 which uses interleaved (GLM-style) RoPE with partial_rotary. Same blocker as Cohere2/Helium: kb [post-v12 flip: PaddleOCRDecoderLayer was wiring tagged compute; all real compute maps to existing kb-nano kernels],modular_paddleocr_vl.py:581 — class PaddleOCRAttention(Qwen2_5OmniAttention); modular_paddleocr_vl.py:596 — class PaddleOCRDecoderLayer(Ernie4_5DecoderLayer); modeling_ernie4_5.py:128-130 — rotate_hal,no
paligemma,composable,10,composable,PaliGemma is a thin VLM wrapper: SigLIP vision tower + linear projector + Gemma LLM via AutoModel. Both component archit,composable,confirm_composable,,-,,,no
parakeet,partial,10,partial,"Parakeet (Conformer) ASR encoder uses Transformer-XL/Shaw-style relative-position attention with custom _rel_shift, plus",partial_a,confirm_partial,slice_4,confirm_partial,"Conformer ASR encoder needs BatchNorm1d, GLU, and relative-position attention — none have kb-nano kernels.",modeling_parakeet.py:60 — class ParakeetEncoderRelPositionalEncoding (Conformer relative-pos); modeling_parakeet.py:155 — self.norm = nn.BatchNorm1d(channels); modeling_parakeet.py:178 — hidden_states,no
patchtsmixer,partial,10,partial,"PatchTSMixer is MLP-Mixer + gated attention for time series; uses BatchNorm1d (not in kb-nano L1, only batch_norm2d).",partial_b,confirm_partial,slice_4,confirm_partial,Time-series MLP-mixer architecture relies on BatchNorm1d + custom patchify/scaler ops with no kb-nano kernels.,modeling_patchtsmixer.py:59 — class PatchTSMixerBatchNorm: transpose -> BatchNorm1d -> transpose; modeling_patchtsmixer.py:867 — class PatchTSMixerPatchify (unfold-based patching); modeling_patchtsmix,no
patchtst,partial,10,partial,PatchTST is a time-series transformer encoder over patches; uses BatchNorm1d which is not in kb-nano L1.,partial_a,confirm_partial,slice_4,confirm_partial,Time-series transformer with BatchNorm1d + patchify/scaler not covered by kb-nano.,modeling_patchtst.py:153 — class PatchTSTBatchNorm: transpose -> BatchNorm1d -> transpose; modeling_patchtst.py:301 — class PatchTSTPatchify (time-series patching); modeling_patchtst.py:931 — class Pa,no
pe_audio,partial,10,partial,Audio embedding model wrapping DAC encoder (with Snake1d activation) + Qwen3-style transformer encoder + AutoModel for t,partial_b,confirm_partial,slice_4,confirm_partial,DAC audio codec encoder requires Snake1d activation and masked GroupNorm with no kb-nano equivalents.,modeling_pe_audio.py:47 — class Snake1d: x + (1/alpha) * sin(alpha*x)^2; modeling_pe_audio.py:198 — class PeAudioMaskedGroupNorm(nn.GroupNorm) (mask-aware groupnorm); modeling_pe_audio.py:64 — PeAudio,no
pe_audio_video,partial,10,partial,"Audio-video contrastive model with masked group norm, ResNet conv blocks, Qwen3-style transformer encoder, and AutoModel",partial_a,confirm_partial,slice_4,confirm_partial,Audio+video joint encoder requires masked GroupNorm; ViT-style branch is composable but the audio side is not.,modeling_pe_audio_video.py:44 — class PeAudioVideoMaskedGroupNorm(nn.GroupNorm); modeling_pe_audio_video.py:86 — class PeAudioVideoResnetBlock1d (Conv1d-based ResNet); modeling_pe_audio_video.py:301 —,no
pe_video,partial,10,partial,Video-only sibling of pe_audio_video; inherits MaskedGroupNorm and same Qwen3-encoder pieces. Same partial gap.,partial_b,confirm_partial,slice_4,confirm_partial,Video encoder requires masked GroupNorm and potentially 3D RoPE variant; both are gaps.,modeling_pe_video.py:76 — class PeVideoMaskedGroupNorm(nn.GroupNorm); modeling_pe_video.py:118 — class PeVideoResnetBlock1d; modeling_pe_video.py:269 — class PeVideoEncoderAttention; modeling_pe_video,no
pegasus,composable,10,composable,BART-style encoder-decoder with sinusoidal positional embeddings. The PegasusAttention class supports self/cross-attenti,,-,,-,,,no
pegasus_x,partial,10,partial,Pegasus-X = Pegasus + custom block-local + global-token attention pattern. Encoder uses PegasusXGlobalLocalAttention whi,partial_a,confirm_partial,slice_4,confirm_partial,Long-form summarization with block-local + global tokens is a bespoke attention pattern with no kb-nano kernel.,"modeling_pegasus_x.py:273 — class PegasusXGlobalLocalAttention: block-local + global tokens; modeling_pegasus_x.py:361 — global_attn_output, _ = self.compute_global_attention_representations(...); mod",no
perceiver,partial,10,partial,"Perceiver IO uses cross-attention from learned latents to inputs, with multiple position-encoding flavors (Fourier featu",partial_b,confirm_partial,slice_5,confirm_partial,"Perceiver's iterative cross-attention with separate q_dim/kv_dim, two distinct pre-LayerNorms (one for queries, one for ",modeling_perceiver.py:135 — class PerceiverSelfAttention(nn.Module); modeling_perceiver.py:169 — self.layernorm1 = nn.LayerNorm(q_dim); modeling_perceiver.py:170 — self.layernorm2 = nn.LayerNorm(kv_di,no
perception_lm,partial,10,partial,PerceptionLM is a Llava-style VLM with adaptive avg pool 2D + 2-layer GELU projector + AutoModel-loaded vision and text.,partial_a,confirm_partial,slice_5,confirm_partial,"The projector primitives are all in kb-nano (adaptive_avg_pool2d + linear + gelu), but the model body delegates everythi",modeling_perception_lm.py:37 — class PerceptionLMAdaptiveAvgPooling using F.adaptive_avg_pool2d; modeling_perception_lm.py:56 — class PerceptionLMMultiModalProjector: Linear+GELU+Linear+pooling; model,no
persimmon,partial,11,partial,"GPT-NeoX-style decoder-LLM with fused QKV, partial RoPE, LayerNorm (not RMSNorm), GELU two-layer MLP (not SwiGLU), and o",partial_b,confirm_partial,slice_5,confirm_partial,Persimmon uses LayerNorm everywhere and partial_rotary_factor (slices q/k along last dim and rotates only the prefix). k,modeling_persimmon.py:196 — class PersimmonAttention; modeling_persimmon.py:214 — self.rotary_ndims = int(self.head_dim * config.rope_parameters['partial_rotary_factor']); modeling_persimmon.py:228 — ,yes
phi,partial,11,partial,"Phi-1/Phi-2 decoder-LLM derived from Llama. Uses LayerNorm (not RMS), CLIPMLP-style fc1+act+fc2 (not SwiGLU), partial Ro",partial_a,confirm_partial,slice_5,confirm_partial,Both attention and MLP variants used by Phi are missing in kb-nano: partial-rotary attention with LayerNorm and a non-Sw,modular_phi.py:74 — class PhiAttention(LlamaAttention) overrides q/k/v/dense projections with bias=True and renames to dense (deletes o_proj); modeling_phi.py:171 — class PhiAttention(nn.Module); mode,no
phi3,partial,11,partial,"Phi-3 decoder-LLM derived from Mistral. Fused QKV, partial RoPE (rotary_dim < head_dim path in apply_rotary_pos_emb), Sw",partial_b,confirm_partial,slice_5,confirm_partial,"MLP and RMSNorm are fine, but the partial-rotary attention path is not in kb-nano L2/attention.py.","modeling_phi3.py:208 — class Phi3Attention; modeling_phi3.py:106 — partial_rotary_factor = config.rope_parameters.get('partial_rotary_factor', 1.0); modeling_phi3.py:224 — self.qkv_proj = nn.Linear(co",yes
phi4_multimodal,partial,11,unsupported,"Phi-4 multimodal = Phi-3 LLM + SigLIP vision tower + Conformer-style audio encoder with NeMo conv subsampling, depth-wis",unsupported,downgrade_to_partial,slice_5,confirm_partial,"Phi4-MM bundles a Conformer audio encoder with depthwise-separable conv1d, GLU pointwise conv, and relative-attention bi",modeling_phi4_multimodal.py:684 — class Phi4MultimodalAudioGluPointWiseConv (pointwise conv1d + GLU + bias); modeling_phi4_multimodal.py:705 — class Phi4MultimodalAudioConvModule (Conformer conv modul,no
phimoe,partial,11,unsupported,Mixtral-derived MoE LLM but with bespoke sparsemixer router (Heun's-third-order gradient estimator wrapping a custom tor,unsupported,downgrade_to_partial,slice_5,confirm_partial,"PhiMoE uses a unique sparsemixer routing path with two-stage masked sampling and jitter noise, plus a custom autograd Mu","modeling_phimoe.py:262 — class PhimoeMultiplier(torch.autograd.Function) (custom autograd op); modeling_phimoe.py:364 — def sparsemixer(scores, jitter_eps, training, top_k=2); modeling_phimoe.py:487 —",yes
pi0,kb_nano_l4,11,kb_nano_l4,kb-nano L4 pipeline tasks/baseline/L4/pi0.py exists and explicitly targets the HF PI0ForConditionalGeneration (PaliGemma,l4,confirm_l4,,-,,,yes
pix2struct,partial,11,partial,"Pix2Struct = ViT-style vision encoder with T5-LayerNorm + T5GatedActDense MLP, plus a T5-style text decoder with self-at",partial_a,confirm_partial,slice_5,confirm_partial,"Self-attn could partly map to t5_attention.py, but the LayerCrossAttention with T5 relative-bias is not implemented. Vis","modeling_pix2struct.py:51 — class Pix2StructLayerNorm (T5-style RMS, no centering); modeling_pix2struct.py:112 — class Pix2StructVisionAttention (separate q,k,v Linears, no causal); modeling_pix2struc",no
pixio,composable,11,composable,"ViT-derived vision encoder/backbone (DINOv2 lineage). Standard Q/K/V separate Linears with optional bias, LayerNorm, two",,-,,-,,,no
pixtral,partial,11,partial,"Pixtral vision tower uses 2D (h,w) RoPE built on a precomputed (h,w)-indexed inv_freq table — different layout from kb-n",partial_b,confirm_partial,slice_5,confirm_partial,Vision RoPE shape matches in spirit (2D over patch grid) but kb-nano vision_attention.py is hard-wired to the Qwen-VL fu,"modeling_pixtral.py:48 — class PixtralRotaryEmbedding (per-pixel 2D RoPE; freqs_h on even dims, freqs_w on odd dims, then duplicated); modeling_pixtral.py:108 — freqs_h = torch.outer(h, freqs[::2]); f",no
plbart,composable,11,composable,BART-style encoder-decoder (Programming Language BART). PLBartAttention implements both self- and cross-attention with s,,-,,-,,,no
poolformer,composable,11,composable,MetaFormer baseline: stages of (patch embed via Conv2d) + repeated PoolFormer blocks where the 'token-mixer' is AvgPool2,composable,confirm_composable,,-,,,no
pop2piano,partial,11,partial,"T5-derived encoder-decoder for music transcription. Uses T5LayerNorm, T5DenseGatedActDense (or T5DenseActDense), T5-styl",partial_a,confirm_partial,slice_5,confirm_partial,T5-family encoder-decoder uses both T5 self-attention and T5 cross-attention; kb-nano only covers self-attention.,modeling_pop2piano.py:41 — class Pop2PianoLayerNorm (T5-style); modeling_pop2piano.py:139 — class Pop2PianoAttention with has_relative_attention_bias (T5-style); modeling_pop2piano.py:334 — class Pop2,no
pp_doclayout_v2,composable,11,composable,RT-DETR-derived document-layout detector with an additional reading-order LayoutLMv3 sub-encoder. Uses MultiscaleDeforma,,-,,-,,,no
pp_doclayout_v3,composable,11,composable,"Pure RT-DETR variant for document layout: ConvNeXt/PResNet backbone, hybrid encoder (AIFI + CSP-RepLayer), deformable-at",,-,,-,,,no
pp_formulanet,partial,11,partial,FormulaNet = SLANeXt vision encoder + MBart-style text decoder for math-formula recognition. Vision side is custom SLANe,partial_b,confirm_partial,slice_5,confirm_partial,Both vision (SAM/SLANeXt-style 2D rel-pos) and text decoder (MBart cross-attn) compute paths are missing in kb-nano.,"modular_pp_formulanet.py:296 — class PPFormulaNetVisionAttention(SLANeXtVisionAttention); modeling_slanext.py:43 — class SLANeXtVisionAttention with rel_pos_h, rel_pos_w (2D decomposed bias); modular_",no
pp_lcnet,composable,11,composable,Lightweight CV backbone. Stack of depthwise-separable Conv layers (3x3 DW + 1x1 PW + BN + HardSwish) with optional Squee,,-,,-,,,no
pp_lcnet_v3,partial,11,partial,"PPLCNet variant adding LearnableAffineBlock (gamma * x + beta scaling), LearnableRepLayer (conv with reparameterizable a",partial_a,confirm_partial,slice_5,confirm_partial,"Per KNOWN FACT, AutoBackbone has no kb-nano equivalent. The reparameterized RepLayer with learnable-affine branches also",modeling_pp_lcnet_v3.py:38 — class PPLCNetV3ConvLayer (Conv2d + BatchNorm2d + Hardswish/ACT); modeling_pp_lcnet_v3.py:93 — class PPLCNetV3LearnableRepLayer (multi-branch reparameterized conv); modelin,no
pp_ocrv5_mobile_det,composable,11,composable,Mobile text-detection model with a backbone + Neck (FPN with SqueezeExcitation residual blocks) + Conv-BN segmentation h,composable,confirm_composable,,-,,,no
pp_ocrv5_mobile_rec,composable,11,composable,Mobile text-recognition with SVTR-style attention encoder + GroupNorm-Conv backbone. SVTR attention is a CLIP-style enco,,-,,-,,,no
pp_ocrv5_server_det,composable,11,composable,Server text-detection: PResNet/HGNet backbone + IntraclassBlock (Conv stack) + Conv-BN neck + segmentation head. Plain C,,-,,-,,,no
pp_ocrv5_server_rec,composable,11,composable,Server text-recognition with SVTR-style transformer encoder (CLIPEncoderLayer-derived block + Blip2-derived attention) o,,-,slice_8,confirm_composable,Conv2d ResNet backbone + SVTR transformer (CLIP-style attention via Blip2Attention + FocalNetMlp fc1+ACT+fc2) + linear h,modular_pp_ocrv5_server_rec.py:257 — class PPOCRV5ServerRecBlock(CLIPEncoderLayer); modular_pp_ocrv5_server_rec.py:275 — class PPOCRV5ServerRecAttention(Blip2Attention); modular_pp_ocrv5_server_rec.py,no
prompt_depth_anything,partial,11,composable,Depth-Anything depth estimator with prompt-depth fusion. Backbone is loaded externally via load_backbone (e.g. DPT/DINOv,composable,confirm_composable,slice_5,confirm_partial,"Per KNOWN FACT, AutoBackbone has no kb-nano equivalent. The DPT neck/head is reusable via L1 ops in principle but not ye",modeling_prompt_depth_anything.py:374 — class PromptDepthAnythingForDepthEstimation; modeling_prompt_depth_anything.py:380 — self.backbone = load_backbone(config) (AutoBackbone); modeling_prompt_depth,yes
prophetnet,partial,11,unsupported,"ProphetNet uses NgramSelfAttention with stream-level n-gram prediction, custom relative-position-bucket bias projected v",unsupported,downgrade_to_partial,slice_5,confirm_partial,Bespoke n-gram self-attention compute pattern not present in kb-nano.,modeling_prophetnet.py:380 — class ProphetNetAttention (encoder/decoder cross-attn); modeling_prophetnet.py:521 — class ProphetNetNgramSelfAttention with main + predict streams; modeling_prophetnet.py,no
pvt,composable,11,composable,"Pyramid Vision Transformer with EfficientSelfAttention: Q comes from full-res hidden, K/V come from a Conv2d-spatially-r",,-,,-,,,no
pvt_v2,composable,11,composable,PvT v2 adds DepthWiseConv inside the FFN (ConvFeedForwardNetwork) and uses overlapping-patch embeddings. Self-attention ,,-,,-,,,no
qianfan_ocr,partial,11,partial,Qianfan OCR = InternVL clone (vision encoder + Llama-style text decoder + multimodal projector). Vision attention uses Q,partial_b,confirm_partial,slice_5,confirm_partial,Separate Q/K/V vision attention with optional QK RMSNorm and projection_layer post-projection has no direct kb-nano equi,modular_qianfan_ocr.py:132 — class QianfanOCRVisionAttention(InternVLVisionAttention); internvl/modeling_internvl.py:92 — class InternVLVisionAttention with separate q/k/v + projection_layer; internvl,no
qwen2,composable,11,composable,"Qwen2 is Llama-family with bias=True on Q/K/V projections, optional sliding-window per layer_type, and SwiGLU MLP. Maps ",,-,,-,,,no
qwen2_5_omni,kb_nano_l4,12,kb_nano_l4,L4/qwen2_5_omni.py implements the Thinker (text/image/video/audio) path that targets this HF folder; speech generation (,l4,confirm_l4,,-,,,yes
qwen2_5_vl,composable,12,kb_nano_l4,Qwen2.5-VL shares its language model with Qwen2-VL (M-RoPE) and adds a SiLU+RMSNorm vision encoder; L4/qwen2_vl.py is th,composable,confirm_composable,,-,,,yes
qwen2_audio,composable,12,composable,Qwen2-Audio is a Whisper-style audio encoder + projector wired into a Qwen2 LLM (text decoder lives in qwen2 folder). Al,,-,,-,,,no
qwen2_moe,composable,12,composable,"Qwen2-MoE composes LlamaAttention(bias=True), Qwen2MoeMLP=LlamaMLP, and a sparse MoE block with shared expert + sigmoid ",,-,,-,,,no
qwen2_vl,kb_nano_l4,12,kb_nano_l4,L4/qwen2_vl.py docstring explicitly targets Qwen2-VL: vision encoder + Qwen2 language model with M-RoPE.,l4,confirm_l4,,-,,,yes
qwen3,composable,12,composable,Qwen3 dense (text-only) is Qwen2 architecture + per-head QK-norm; identical pattern to Qwen3-VL/Qwen3-Next text path. Ll,,-,slice_8,confirm_composable,Standard Qwen3: NeoX RoPE + Qwen3-style QK-norm (per-head RMSNorm before RoPE) + SwiGLU MLP + RMSNorm. L2/attention.py w,modeling_qwen3.py:50 — class Qwen3RMSNorm; modeling_qwen3.py:70 — class Qwen3MLP (SwiGLU); modeling_qwen3.py:222 — class Qwen3Attention (standard NeoX RoPE + QK norm); modeling_qwen3.py:294 — class Qw,no
qwen3_5,partial,12,partial,"Qwen3.5 is Qwen3-Next + new GatedDeltaNet projection layout. The recurrence kernels (CausalConv1d, GDNChunkPrefill/Recur",partial_a,confirm_partial,slice_5,confirm_partial,"Most leaf kernels exist (GatedDeltaNet, attention, MoE-less text), but the integrated Qwen3.5 model with its own vision ",modeling_qwen3_5.py:358 — class Qwen3_5GatedDeltaNet (linear-attention recurrence); modeling_qwen3_5.py:631 — class Qwen3_5Attention (qwen3-next-style); modeling_qwen3_5.py:889 — class Qwen3_5VisionAt,no
qwen3_5_moe,partial,12,partial,Qwen3.5-MoE combines Qwen3.5 GatedDeltaNet (split projection layout) + Qwen3-Next attention + Qwen3-VL-MoE routing. All ,partial_b,confirm_partial,slice_5,confirm_partial,"All text MoE primitives have analogues; integration as a complete L4 pipeline is missing, and the MoE+vision tower combo",modeling_qwen3_5_moe.py:359 — class Qwen3_5MoeGatedDeltaNet; modeling_qwen3_5_moe.py:632 — class Qwen3_5MoeAttention; modeling_qwen3_5_moe.py:726 — class Qwen3_5MoeExperts; modeling_qwen3_5_moe.py:765,no
qwen3_moe,composable,12,composable,Qwen3-MoE = Qwen3 dense attention (QK-norm) + sparse MoE without shared expert. Maps cleanly to L3/qwen3_moe_decoder.py ,composable,confirm_composable,,-,,,no
qwen3_next,kb_nano_l4,12,kb_nano_l4,"L4/qwen3_next.py docstring explicitly targets Qwen/Qwen3-Next-80B-A3B-Instruct (3:1 GDN+full attention layers, MoE with ",l4,confirm_l4,,-,,,no
qwen3_omni_moe,partial,12,partial,Thinker text path is Qwen3-MoE (composable). Vision/audio encoders mirror Qwen3-VL-MoE/Qwen2.5-Omni patterns (composable,partial_a,confirm_partial,slice_5,confirm_partial,"TTS/code-to-wav stack (CausalConvNet, ConvNeXtBlock, Code2WavAttention) has no kb-nano analogue.",modeling_qwen3_omni_moe.py:496 — class Qwen3OmniMoeAudioAttention; modeling_qwen3_omni_moe.py:625 — class Qwen3OmniMoeAudioEncoder (Whisper-style audio encoder); modeling_qwen3_omni_moe.py:837 — class,no
qwen3_vl,kb_nano_l4,12,kb_nano_l4,L4/qwen3_vl.py docstring explicitly targets Qwen3-VL: vision encoder with DeepStack + Qwen3 language model with M-RoPE.,l4,confirm_l4,,-,,,no
qwen3_vl_moe,kb_nano_l4,12,kb_nano_l4,L4/qwen3_vl_moe.py docstring explicitly targets Qwen3-VL-MoE: Qwen3VisionTransformer + Qwen3-MoE language model (128 FP8,l4,confirm_l4,,-,,,no
rag,composable,,?,,,-,slice_7,composable,Pure wrapper that delegates to AutoModel for question encoder (DPR/BERT-family) and AutoModelForSeq2SeqLM for the genera,modeling_rag.py:336 — question_encoder = AutoModel.from_pretrained(...); modeling_rag.py:357 — generator = AutoModelForSeq2SeqLM.from_pretrained(...); modeling_rag.py:417-418 — self.question_encoder =,no
recurrent_gemma,partial,12,composable,Griffin-style hybrid: SDPA attention with partial RoPE + RG-LRU recurrent block + standard SwiGLU MLP. Every compute ker,,-,,-,v12: demoted to partial — partial-rotary consistency,,yes
reformer,partial,12,partial,Reformer's LSH self-attention performs LSH bucketing + chunked attention with sort/unsort tricks; pure-PyTorch (no custo,partial_b,confirm_partial,slice_5,confirm_partial,Reformer's hash-bucketed LSH attention and reversible layer machinery have no kb-nano equivalent.,"modeling_reformer.py:347 — class EfficientAttentionMixin; modeling_reformer.py:405 — class LSHSelfAttention(nn.Module, EfficientAttentionMixin); modeling_reformer.py:1067 — class ReverseSort(Function)",yes
regnet,composable,12,composable,"RegNet (X/Y) is a CNN classifier: Conv2d + BatchNorm + ReLU + adaptive avg pool + linear head, with optional Squeeze-Exc",,-,,-,,,no
rembert,composable,12,composable,RemBERT is a BERT variant with embedding-input-projection and a slightly larger embedding dim. All compute classes map t,,-,,-,,,no
resnet,composable,12,composable,Standard ResNet: Conv2d + BatchNorm2d + ReLU + MaxPool + adaptive avg pool + linear head. Basic and BottleNeck residual ,composable,confirm_composable,,-,,,no
roberta,composable,12,composable,RoBERTa is BERT with a different position-embedding offset and no token-type embeddings; inherits everything else from B,,-,,-,,,no
roberta_prelayernorm,composable,12,composable,Pre-LayerNorm variant of RoBERTa: LayerNorm before attention/FFN instead of after. The compute primitives (encoder atten,,-,,-,,,no
roc_bert,composable,12,composable,RoCBert = BERT with extra phonetic + shape embeddings (sums into word embeddings). All other compute classes (SelfAttent,,-,,-,,,no
roformer,partial,12,partial,RoFormer is BERT with rotary position embedding inside encoder self-attention. Standard NeoX RoPE exists in kb-nano (L1/,partial_a,confirm_partial,slice_5,confirm_partial,Interleaved RoPE and value-rotation variant are not in kb-nano L1/rotary_emb.py.,"modeling_roformer.py:114 — class RoFormerSelfAttention; modeling_roformer.py:218 — apply_rotary_position_embeddings: sin,cos = sinusoidal_pos.chunk(2, dim=-1); sin_pos = torch.stack([sin, sin], dim=-1",no
rt_detr/rt_detr,composable,12,composable,RT-DETR (v1) shares all components with RT-DETR-V2 except the deformable attention variant: v1 uses DeformableDetr-style,composable,confirm_composable,,-,,,no
rt_detr/rt_detr_resnet,composable,12,composable,RT-DETR's HGNetv2/ResNet backbone reimplemented as a sibling modeling file. Same compute as standard ResNet (Conv2d + Ba,,-,,-,,,no
rt_detr_v2,kb_nano_l4,12,kb_nano_l4,"L4/rtdetrv2.py docstring explicitly targets RT-DETR-V2 object detection; backbone, hybrid encoder, decoder, and v2-speci",l4,confirm_l4,,-,,,no
rwkv,unsupported,12,unsupported,RWKV (v1-v4) uses a custom CUDA kernel rwkv_cuda_kernel.forward / rwkv_cuda_kernel.forward_with_state for its WKV attent,unsupported,confirm_unsupported,slice_1,confirm_unsupported,RWKV-v4 wkv recurrence is not the rwkv7 recurrence; the time_decay/time_first parameter layout and recurrence formula di,"modeling_rwkv.py:52 — rwkv_cuda_kernel = get_kernel(""kernels-community/rwkv""); modeling_rwkv.py:56 — class RwkvLinearAttention(torch.autograd.Function):; modeling_rwkv.py:105 — forward_func = rwkv_cud",yes
sam,partial,12,partial,"SAM (v1) has SamAttention (standard SDPA, composable via DenseAttention) and SamVisionAttention with decomposed relative",partial_b,confirm_partial,slice_5,confirm_partial,Original SAM's MViT decomposed rel-pos and prompt/image two-way decoder are distinct from SAM3 wiring; not present.,modeling_sam.py:701 — class SamVisionAttention with rel_pos_h/rel_pos_w; modeling_sam.py:761 — get_decomposed_rel_pos (MViTv2 decomposed bias); modeling_sam.py:273 — class SamTwoWayAttentionBlock (tok,yes
sam2,composable,13,composable,Hiera-style multi-scale ViT vision encoder + SAM prompt encoder + two-way transformer + mask decoder. All compute primit,,-,,-,,,yes
sam2_video,composable,13,composable,SAM2 image pieces + memory attention + RoPE attention + memory encoder for video tracking. All primitives (RoPE attentio,,-,,-,,,yes
sam3,kb_nano_l4,13,kb_nano_l4,Existing L4 pipeline at tasks/baseline/L4/sam3.py implements SAM3 image segmentation (VL backbone + fusion encoder + DET,l4,confirm_l4,,-,,,no
sam3_lite_text,partial,13,partial,MobileOne-style RepMixer text encoder + DETR encoder/decoder + geometry encoder + mask decoder. Most pieces map to stand,partial_a,confirm_partial,slice_5,confirm_partial,MobileOne reparam blocks and the DETR encoder/decoder are not present in kb-nano.,modeling_sam3_lite_text.py:92 — class Sam3LiteTextMobileOneBlock (reparameterized branched conv); modeling_sam3_lite_text.py:178 — class Sam3LiteTextRepMixerBlock (reparam conv mixer); modeling_sam3_l,no
sam3_tracker,kb_nano_l4,13,kb_nano_l4,"Existing L4 pipeline at tasks/baseline/L4/sam3_tracker.py implements Sam3TrackerBase/Predictor with prompt encoder, mask",l4,confirm_l4,,-,,,no
sam3_tracker_video,kb_nano_l4,13,kb_nano_l4,Inherits from sam2_video; the kb-nano L4 sam3_tracker.py implements Sam3TrackerBase/Predictor with the same memory atten,l4,confirm_l4,,-,,,no
sam3_video,kb_nano_l4,13,kb_nano_l4,Existing L4 pipeline at tasks/baseline/L4/sam3_video.py implements Sam3VideoModel as detection + tracking + association ,l4,confirm_l4,,-,,,no
sam_hq,partial,13,composable,SAM-HQ adds high-quality output token with Hiera-style ViT vision encoder + standard SAM prompt encoder + two-way transf,composable,downgrade_to_partial,slice_5,confirm_partial,"Same vision-attention gap as SAM, plus SAM-HQ-specific mask decoder with HF tokens and early feature fusion is unique.",modular_sam_hq.py:122 — class SamHQVisionAttention(SamVisionAttention); modular_sam_hq.py:181 — class SamHQMaskDecoder(nn.Module) (custom HQ mask decoder with HF token + early features fusion); modula,no
